nombre;latitud;longitud;
LA PRIMAVERA;-6.45750797;-77.33132749;
JAVRULOT;-6.45750797;-77.33132749;
OMIA;-6.46913004;-77.39600001;
LOZA DEPORTIVA MULTIUSOS NUEVO CHIRIMOTO;-6.473253676;-77.36790658;
TOCUYA;-6.47821395;-77.37011101;
GARZAYACU;-6.517539;-77.026583;
MASHUYACU;-6.51851744;-77.24500802;
PAUJIL;-6.51851744;-77.24500802;
NUEVO CHIRIMOTO;-6.55129879;-77.2372622;
EL DORADO;-6.56652485;-77.38057225;
NUEVO CHACHAPOYAS;-6.56652485;-77.38057225;
VISTA HERMOZA DE OMIA;-6.56652485;-77.38057225;
EL GUAMBO;-6.56652485;-77.38057225;
LEGIA CHICO;-6.60066721;-77.33178353;
SANTA ROSA;-6.45212256;-77.45508731;
TOTORA;-6.4845816;-77.46617894;
HOSPITAL MARIA AUXILIADORA;-6.492299901;-77.47007473;
CENTRO DE SALUD TOTORA;-6.492982143;-77.47179134;
VISTA ALEGRE;-5.82481484;-77.96734866;
SALAS;-6.19003;-77.23232;
LA VICTORIA;-5.71436361;-78.48780945;
MORROPON;-5.75074114;-78.53821932;
HOSPITAL EL BUEN SAMARITANO;-5.75149999;-78.44633413;
C.S. Utcubamba;-5.75307378;-78.44694034;
UTCUBAMBA;-5.75307378;-78.44694034;
Urbina Salud;-5.75348303;-78.44634991;
HOSPITAL  SANTIAGO APOSTOL DE UTCUBAMBA;-5.75390793;-78.44056263;
HOSPITAL DE APOYO SANTIAGO APOSTOL;-5.7539496;-78.4423546;
CONSULTORIO DENTAL LINARES ROJAS;-5.7555172;-78.4454625;
CENTRO DE SALUD MENTAL  COMUNITARIO CreeSer;-5.7566749;-78.443932;
SERVIMEDIC AMAZONAS;-5.7566749;-78.443932;
MANOS DIVINAS;-5.7566749;-78.443932;
CATS UTCUBAMBA;-5.7566749;-78.443932;
POLICLINICO POLICIAL BAGUA GRANDE;-5.75691735;-78.4404681;
CLINICA DOCTOR NIXON;-5.75718062;-78.43785143;
SELHER;-5.75731805;-78.43878484;
CENTRO MEDICO HERSEL H.R E.I.R.L;-5.75737357;-78.43867934;
MAVILA MONTENEGRO MORI;-5.75738303;-78.43453713;
Puesto de Salud Establecimiento Penal Bagua Grande;-5.7574791;-78.4524065;
I.E N°16211;-5.7586749;-78.4617468;
I.E. Fe Y Alegría;-5.7586749;-78.4617468;
P.S. San Luis;-5.76395564;-78.42633822;
SAN LUIS;-5.76395564;-78.42633822;
I.E N°16228-San Luis;-5.7639919;-78.432292;
EL PINTOR;-5.76497833;-78.51662833;
JAHUANGA;-5.77477085;-78.56321359;
NUEVO HORIZONTE;-5.82542;-78.54122;
COLLICATE;-5.83146905;-78.44301809;
TOMOCHO;-5.85213815;-78.42530514;
BUENA VISTA;-5.85291833;-78.49864;
Ii.Ee Miraflores;-5.8594293;-78.3683355;
MIRAFLORES;-5.85970856;-78.36659289;
EL PORVENIR DE MIRAFLORES;-5.86053777;-78.39451762;
VISTA HERMOSA;-5.86134741;-78.43073282;
CAMPO ALEGRE;-5.86183873;-78.44751476;
MIRAFLORES DE BUENAVISTA;-5.87684947;-78.49253911;
I.E. Leoncio Prado - Collicate;-5.881678;-78.4488687;
EL BALCON;-5.88542669;-78.46848147;
SANTA CLARA;-5.88738524;-78.43733165;
PONA ALTA;-5.89154602;-78.37749903;
NUEVO ORIENTE;-5.89356532;-78.3932711;
I.E. 16596 - Nuñya Jalca;-5.8956467;-78.3096018;
ÑUNYA JALCA;-5.89684092;-78.30994749;
I.E. 16596 - NUÑYA JALCA;-5.896850408;-78.30864401;
NUEVA INDEPENDENCIA;-5.89852715;-78.33918968;
SACHAPOYAS;-5.90493143;-78.38550983;
ALTO PERU;-5.90782105;-78.44785281;
C.S Alto Perú;-5.90782105;-78.44785281;
PUEBLO LIBRE;-5.91368767;-78.34920488;
ROSAPAMPA;-5.92857425;-78.4476876;
PLAYA GRANDE;-5.93033383;-78.3688586;
LA PALMA;-5.93660396;-78.29428934;
PROGRESO SAN ANTONIO;-5.96022486;-78.31703377;
ALTO UTCUBAMBA;-5.57854102;-78.00135938;
LA ESPERANZA;-5.62271094;-78.04883008;
ALTO SAN JOSE;-5.62908008;-78.355;
PROGRESO;-5.65435;-78.35682;
BUENOS AIRES;-5.67619835;-78.33930243;
SAN JUAN DE LA LIBERTAD;-5.68632664;-78.37671476;
EL ALISO;-5.69308984;-78.13500977;
DIAMANTE ALTO;-5.69649913;-78.34607651;
DIAMANTE BAJO;-5.70858109;-78.34555677;
LA UNION;-5.71205281;-78.28831817;
SAN JOSE BAJO;-5.71342354;-78.40575375;
ALTO AMAZONAS;-5.7227442;-78.28330747;
C.S Alto Amazonas;-5.7227442;-78.28330747;
SANTA ISABEL;-5.72885419;-78.33307059;
JOSE OLAYA;-5.72937668;-78.30585559;
Coliseo De Cajaruro;-5.7324587;-78.4276132;
CHALACO;-5.73341656;-78.26137972;
CAJARURO;-5.73674961;-78.43009799;
Ii.Ee San Cristobal;-5.7370258;-78.4257048;
NARANJOS ALTOS;-5.73797464;-78.36126153;
MISQUIYACU ALTO;-5.74164036;-78.33570459;
CHUNGUINA;-5.74682586;-78.40638681;
LUNCHICATE;-5.74972489;-78.2836023;
EL TIGRE;-5.75065627;-78.30974313;
I.E.Pedro Ruiz Gallo - Naranjitos;-5.7522328;-78.4273241;
EL RON;-5.75228167;-78.25288333;
NUEVA ESPERANZA DE CAJARURO;-5.7523819;-78.4272615;
Ii.Ee. El Ron;-5.754629;-78.255357;
NUEVO PIURA;-5.76231798;-78.31605201;
MANDINGAS ALTO;-5.77354;-78.22542;
MISQUIYACU BAJO;-5.78729151;-78.33069069;
SEDA FLOR;-5.80977;-78.18792;
SAN CRISTOBAL;-5.81421;-78.11653;
LOS PATOS;-5.85813167;-78.17107667;
EL REJO;-5.862675;-78.62288;
LA FLOR;-5.91313735;-78.53529323;
NUEVA ESPERANZA;-5.91551565;-78.56145421;
Institución Educativa - Nueva Esperanza;-5.9264233;-78.5254767;
VISTA HERMOZA;-5.93349322;-78.59523241;
CUMBA;-5.93384564;-78.66316525;
CHALLUAYACU DE CUMBA;-5.9341855;-78.6646942;
I.E. Cesar Abraham Vallejos Mendoza Cumba;-5.9358136;-78.6645672;
MIRAFLORES;-5.94397115;-78.55019649;
SAN MARTÍN DE CUMBA;-5.94398;-78.5182;
HUALANGO;-5.96635712;-78.58092664;
VISTA ALEGRE DE CUMBA;-5.97377699;-78.54912357;
TACTAGO;-5.98077867;-78.62891538;
OCTUCHO;-5.99695772;-78.56885121;
SAN PEDRO DE LA PAPAYA;-5.59596667;-78.57345833;
"CENTRO DE SALUD MILITAR ""EL MILAGRO"" 6° BRIG SVA";-5.63578103;-78.55931096;
Loza Deportiva - El Milagro;-5.6374216;-78.5623594;
EL MILAGRO;-5.63853;-78.562425;
HUARANGOPAMPA;-5.675202;-78.520234;
EL REPOSO;-5.71755652;-78.61453189;
SIEMPRE VIVA;-5.749209;-78.66342793;
Puerto Naranjitos;-5.82160064;-78.27491599;
EL SALAO;-5.83755138;-78.24501087;
Ricardo Palma Soriano - Jamalca;-5.8631176;-78.2584898;
PURURCO;-5.88984336;-78.26355328;
JAMALCA;-5.89370809;-78.23631112;
ASERRADERO;-5.90204093;-78.16015572;
EL LAUREL;-5.92560126;-78.27882169;
VISTA HERMOSA;-5.92799943;-78.25805709;
SAN MARTIN DE PORRAS;-5.93884828;-78.16557865;
DUELAC;-5.94364609;-78.14938482;
TAMBOLIC;-5.985724;-78.171161;
DUNIA GRANDE;-5.98599915;-78.15194813;
SAN MIGUEL;-5.9888776;-78.46091437;
HUAMBOYA;-6.0138914;-78.39719858;
LA UNION;-6.03212196;-78.48408187;
ORTIZ ARRIETA;-6.03768461;-78.39327837;
SAN FELIPE;-6.04549708;-78.41521225;
NUEVA YORK;-6.04917074;-78.39681234;
ROBLEPAMPA;-6.05968026;-78.40330328;
ZAPATALGO;-6.07522096;-78.49073554;
LONYA GRANDE;-6.09625678;-78.42137991;
C.S Lonya Grande;-6.09625678;-78.42137991;
YUNGASUYO;-6.15384388;-78.37482562;
SANTA ROSA DE JAIPE;-6.16111456;-78.34204961;
SAN RAMON;-5.97628951;-78.45401573;
VISTA ALEGRE DE YAMON;-5.99768818;-78.53735036;
Mini Complejo Deportivo - Vista Alegre De Yamon;-5.999551;-78.5374209;
EL PALTO;-6.01312262;-78.49454289;
I.E. El Palto;-6.0131227;-78.4941082;
PUEBLO NUEVO DE YAMON;-6.03342667;-78.51951167;
YAMON;-6.05104667;-78.52898667;
MALLETA;-6.06581685;-78.59984721;
CENTRO MEDICO OLIDENT CLINIC SAC;-9.5006;-77.5362;
PUESTO DE SALUD COYLLUR;-9.52471113;-77.49029578;
CENTRO DE SALUD HUARUPAMPA;-9.525825;-77.53026167;
CISEA Huarupampa;-9.525839427;-77.53021603;
SAN FRANCISCO DE ASIS;-9.52605;-77.527986;
"CONSULTORIO DENTAL ""SAN VICENTE""";-9.5261154;-77.5287792;
Esquina de Av. Raymondi / Av. Luzuriaga;-9.526267953;-77.52880519;
"CENTRO DE AISLAMIENTO TEMPORAL ""CASA BLANCA""";-9.526278;-77.53126;
CONSULTORIO MEDICO DR. SALINAS;-9.52632219;-77.52883871;
"Mercado Central "" Virgen de Fatima """;-9.526431957;-77.5305379;
MOSQUERA & MAGUIÑA - CONSULTORIO ODONTOLÓGICO ESPECIALIZADO EN ORTODONCIA;-9.52689;-77.531357;
PUESTO DE SALUD E. P. HUARAZ;-9.527019;-77.534684;
INPE - Penal Víctor Pérez Liendo;-9.527030625;-77.53447673;
I.E. La Libertad;-9.5273156;-77.52648854;
Costado Marketing Trujillo;-9.52795031;-77.5290144;
Colegio Nacional Pedro Pablo Atusparia;-9.527990587;-77.53506049;
CENTRO MEDICO ESPECIALIZADO VILLA;-9.528346;-77.526591;
SERVICIOS MÉDICOS ASOCIADOS OSTEOPERU SAC;-9.528499;-77.5267;
CENTRO MEDICO GINECO OBSTETRICO SAN FERNANDO;-9.528759;-77.53146;
PLAZA DE ARMAS HUARAZ;-9.529486983;-77.5291906;
Plaza de Armas de Huaraz;-9.530119852;-77.52876685;
CLINICA INTERNACIONAL S.A. - MEDICENTRO HUARAZ;-9.53028115;-77.53063894;
Casa Del Maestro;-9.53067108;-77.52689945;
"Centro Cultural ""Lombardo Mautino Angeles""";-9.530744486;-77.5295673;
CENTRO RADIOLOGICO DE DIAGNOSTICO POR IMAGEN DIGITAL H & M E.I.R.L.;-9.530799;-77.52525;
PUESTO DE SALUD ICHOCA;-9.53097793;-77.50461682;
I.E.I 233 La Soledad;-9.53102582;-77.52270435;
CENTRO DENTAL SAN JOSE S.A.C.;-9.53116305;-77.528009;
CLINICA ODONTOLOGICA DENTA;-9.53123122;-77.52799063;
FMC MEDICAL CENTER CENTRO DE DIAGNOSTICO;-9.5330463;-77.5288405;
CENTRO DE ESPECIALIDADES MEDICAS SAN FERNANDO;-9.533719;-77.527173;
LABORATORIO DE REFERENCIA REGIONAL ANCASH;-9.534423;-77.531801;
"HOSPITAL ""VICTOR RAMOS GUARDIA"" - HUARAZ";-9.534568;-77.529311;
I.E. Santa Rosa De Vitervo;-9.535750291;-77.52635381;
Coliseo Cerrado Huaraz;-9.53717739;-77.52778509;
HOSPIMEDIC SALUD S.A.C.;-9.53957667;-77.528055;
CENTRO MEDICO DR. SOLORZANO S.A.C;-9.5399508;-77.5264728;
CENTRO POBLADO DE QUECHCAP BAJO;-9.540531266;-77.53622395;
CENTRO MEDICO PSV MEDIC CENTER HUARAZ E.I.R.L.;-9.540836;-77.528501;
PUESTO DE SALUD MACASHCA;-9.56507333;-77.49673333;
PUESTO DE SALUD MACASHCA;-9.565081899;-77.49133961;
PUESTO DE SALUD YANACOSHCA;-9.58064667;-77.50655667;
PUESTO DE SALUD DE YANACOSHCA;-9.58433867;-77.49649471;
I.E. RICARDO PALMA;-9.586494493;-77.51925604;
PUESTO DE SALUD SAN NICOLAS;-9.59364833;-77.51508167;
PUESTO DE SALUD SAN NICOLAS;-9.593719881;-77.51507179;
PUESTO DE SALUD HUALLCOR;-9.599404076;-77.49343898;
PUESTO DE SALUD HUALLCOR;-9.60071833;-77.49385167;
PUESTO DE SALUD HUAMARIN;-9.61437962;-77.5106086;
PUESTO DE SALUD HUAMARIN;-9.61529;-77.51248;
PUESTO DE SALUD JAUNA;-9.61680667;-77.48005;
I.E.I Nº 183 DE COLLCAPAMPA;-9.617098191;-77.50613467;
PUESTO DE SALUD JAUNA;-9.617214549;-77.48121159;
PUESTO DE SALUD SANTA CATALINA;-9.64029333;-77.50606667;
PUESTO DE SALUD SANTA CATALINA;-9.640312196;-77.50608174;
PLAZA DE ARMAS DEL DISTRITO DE LLIPA;-10.39253893;-77.18916828;
ATAQUERO - COMUNIDAD DE PUMA PUCLLANAN;-9.4110617;-77.8545782;
COMUNIDAD SAN PEDRO;-9.4110617;-77.8545782;
PUESTO DE SALUD PUMA PUCLLANAN;-9.44962739;-77.86867863;
PS PUMA PUCLLANAN;-9.45474;-77.85829;
PS CHIPRE;-9.49249;-77.82696;
PUESTO DE SALUD CHIPRE;-9.49324254;-77.82617612;
COMUNIDAD DE HUANCHUY;-9.4944942;-77.8606763;
IE 86061;-9.4950639;-77.8597701;
COMUNIDAD DE CHIPRE;-9.4950639;-77.8597701;
COMPLEJO DEPORTIVO DE CHACCHAN;-9.4950639;-77.8597701;
CS COCHABAMBA;-9.4959745;-77.8616828;
PUESTO DE SALUD COCHABAMBA;-9.49597454;-77.86168279;
COLCABAMBA;-9.59360142;-77.80912509;
MUNICIPALIDAD DE COLCABAMBA;-9.59481;-77.80838;
PS COLCABAMBA;-9.59574;-77.81092;
IE 86054 JAVIER ROMERO MAGUIÑA;-9.7229175;-77.8180068;
PS HUANCHAY HZ;-9.72461;-77.82301;
PUESTO DE SALUD HUANCHAY HZ;-9.72469324;-77.82058123;
PLAZA DE ARMAS - RAYPA;-9.7452062;-77.881388;
PS RAYPA;-9.74533;-77.88061;
PUESTO DE SALUD RAYPA;-9.74596316;-77.88136554;
PLAZA DE ARMAS CENTRO POBLADO DE QUISHUAR - CORIS;-9.7878113;-77.7877012;
I.E. 86154 - Quishuar- Coris- Aija - Ancash;-9.78786;-77.7898;
CHAVIN;-9.43361632;-77.53679279;
PUESTO DE SALUD HUANJA;-9.43785757;-77.55759983;
PUESTO DE SALUD CHONTAYOC;-9.45704955;-77.54769711;
CENTRO DE SALUD MONTERREY;-9.47453774;-77.53840629;
86031 NUESTRA SEÑORA DE LA ASUNCION86031;-9.476022263;-77.53750866;
PUESTO DE SALUD MARCAC;-9.48390608;-77.53974506;
PUESTO DE SALUD MARCAC;-9.483998153;-77.53972627;
PUESTO DE SALUD COYLLUR;-9.485852064;-77.53545658;
PUESTO DE SALUD PARIA;-9.48994162;-77.51712041;
PUESTO DE SALUD PARIA;-9.490003494;-77.51713134;
CENTRO DE SALUD NICRUPAMPA;-9.491270073;-77.54644291;
HOSPITAL II HUARAZ;-9.4932;-77.53767;
PUESTO DE SALUD SHECTA;-9.493805491;-77.57360565;
PUESTO DE SALUD SHECTA;-9.49382905;-77.57355471;
Complejo Deportivo Videnita;-9.49508143;-77.53996966;
SAMU ANCASH;-9.495827;-77.540081;
PUESTO DE SALUD CURHUAZ;-9.49636239;-77.52347364;
PUESTO DE SALUD CURHUAZ;-9.496432002;-77.52354718;
"CENTRO DE SALUD MENTAL COMUNITARIO ""ALLY WARAQ""";-9.496709;-77.538073;
FMC MEDICAL CENTER CENTRO DE DIAGNOSTICO SAC;-9.500478;-77.536237;
PUESTO DE MARIAN;-9.506213789;-77.52406684;
CENTRO DE SALUD PALMIRA;-9.50711636;-77.53422246;
PUESTO DE SALUD HUANCHAC;-9.50785833;-77.51391333;
PUESTO DE SALUD HUANCHAC;-9.507898889;-77.5138959;
LABORATORIO MEDICO SANTA ROSA SAC.;-9.5080998;-77.5046101;
I.E. JESUS NAZARENO 87003-1;-9.511492596;-77.52578077;
PUESTO DE SALUD UNCHUS;-9.511631476;-77.50896064;
PUESTO DE SALUD MARIAN;-9.51351097;-77.50357635;
PUESTO DE SALUD MARIAN;-9.513597294;-77.50357048;
I.E.P Nuestra Señora Del Sagrado Corazon De Jesus;-9.5154781;-77.53261695;
Iestp Eleazar Guzmán Barrón - Huaraz;-9.51556799;-77.52629051;
COMPLEJO MEDICO SANTIAGO APOSTOL;-9.516398;-77.526878;
Ciudad Universitaria De La Unasam;-9.51755841;-77.52457101;
CLINICA SAN PABLO SEDE HUARAZ;-9.51791;-77.53094167;
PUESTO DE SALUD LLUPA;-9.51826997;-77.47858646;
PUESTO DE SALUD LLUPA;-9.518339978;-77.47854439;
Jardín Infantil 123 - Centenario- Independencia.;-9.51905237;-77.5319585;
PUESTO DE SALUD UNCHUS;-9.520072633;-77.49174622;
BARRIO INDEPENDENCIA - CARHUAZ;-9.520382143;-77.53159301;
I.E. Jorge Basadre Grohman - Huaraz;-9.520639227;-77.52601871;
CENTRO DE SALUD NICRUPAMPA;-9.52074004;-77.52403203;
GOLDENT HUARAZ;-9.52257872;-77.53078281;
PUESTO DE SALUD UNCHUS;-9.52293644;-77.49826549;
QUENUAYOC;-9.5237741;-77.55574568;
DENTAL NORDENT;-9.524319;-77.538504;
PUESTO DE SALUD QUENUAYOC;-9.52509014;-77.55438313;
CENTRO DE DIAGNOSTICO CLINICO ECOGRAFICO Dr ESCALANTE EIRL;-9.5261154;-77.5287792;
PUESTO DE SALUD ATIPAYAN;-9.53663282;-77.56404663;
ATIPAYAN;-9.5411236;-77.5653099;
HUAYAWILLCA;-9.5411236;-77.5653099;
PUESTO DE SALUD HUAYAWILLCA;-9.54705138;-77.59329406;
SANTA ROSA DE CANSHAN;-9.551672118;-77.56831397;
PUESTO DE SALUD SANTA ROSA DE CANSHAN;-9.55178405;-77.56841015;
86043 VIRGEN DE LAS MERCEDES;-9.399738253;-77.57646507;
CENTRO DE SALUD JANGAS;-9.40062833;-77.57684667;
MATAQUITA;-9.4227237;-77.59081483;
MUNICIPALIDAD DISTRITAL DE  LA LIBERTAD;-9.6329682;-77.7418002;
PUESTO DE SALUD CAJAMARQUILLA;-9.632983;-77.74258505;
PUESTO DE SALUD MASHUAN;-9.62775;-77.49887;
PUESTO DE SALUD MASHUAN;-9.627750125;-77.49883907;
PUESTO DE SALUD LLOCLLA;-9.631542708;-77.47577094;
PUESTO DE SALUD LLOCLLA;-9.631615;-77.47595833;
PUESTO DE SALUD HUARIPAMPA;-9.66205667;-77.46980333;
PUESTO DE SALUD HUARIPAMPA;-9.662766347;-77.45967768;
PUESTO DE SALUD OLLEROS;-9.666145;-77.461795;
PUESTO DE SALUD OLLEROS;-9.666610012;-77.46529959;
PUESTO DE SALUD PAMPAS GRANDE;-9.6572729;-77.82789011;
MUNICIPALIDAD DE PAMPAS GRANDE;-9.6574629;-77.8267218;
PS FORTALEZA;-9.50729;-77.77503;
COMUNIDAD PAMPAN-MARCOPAMPA;-9.5168949;-77.770637;
COMUNIDAD RURASHCA;-9.5168949;-77.770637;
PUESTO DE SALUD FORTALEZA;-9.51696856;-77.77061427;
PUESTO DE SALUD CHACCHAN;-9.5355412;-77.77619121;
PS CHACCHAN;-9.5355412;-77.7761912;
CENTRO DE SALUD PARIACOTO;-9.55940277;-77.89104101;
CS PARIACOTO;-9.5594028;-77.891041;
COMUNIDAD VIRGEN DE FATIMA DE FORTALEZA;-9.5614635;-77.8924608;
IE SAN FRANCISCO DE ASIS;-9.5628488;-77.8934352;
LOZA DEPORTIVA DE SHINAN;-9.5377167;-77.7382696;
MUNICIPALIDAD DE CENTRO POBLADO DE CANTU;-9.547774647;-77.68253548;
"INSTITUCION EDUCATIVA ""SAGRADO CORAZON DE JESUS "" N 86125";-9.5564244;-77.6543283;
MUNICPALIDAD DE JIRAC;-9.5576961;-77.7241955;
PUESTO DE SALUD YUPASH;-9.5596792;-77.68761613;
CENTRO CULTURAL DE PIRA;-9.5809592;-77.7073356;
PUESTO DE SALUD PIRA;-9.58302603;-77.70388639;
PUESTO DE SALUD PASHPA;-9.37735239;-77.52876353;
I.E. 86758 CIRO ALEGRIA BAZAN;-9.377823098;-77.52932793;
CLINICA DEL RIÑON SAN RENATO S.A.C.;-9.3928599;-77.575554;
PUESTO DE SALUD TARICA;-9.39303833;-77.574915;
LOSA DEPORTIVA DEL LOCAL COMUNAL;-9.394048888;-77.52622729;
86048 CESAR VALLEJO MENDOZA;-9.394287049;-77.57588571;
PUESTO DE SALUD COLLON;-9.3946331;-77.52750902;
Colegio 86049 JOSE CARLOS MARIATEGUI - Paltay;-9.409449652;-77.56603396;
I. E . 86049 JOSE CARLOS MARIATEGUI;-9.409653403;-77.56588107;
PUESTO DE SALUD PALTAY;-9.40975167;-77.56745667;
CENTRO DE SALUD AIJA;-9.779475;-77.60884667;
I.E. GABINO URIBE ANTUNEZ - AIJA;-9.7801441;-77.6211438;
Plaza De Aija;-9.780233;-77.610627;
I.E. 86136 - Nuestra Señora de la Medalla Milagrosa - Aija;-9.7805873;-77.6079387;
PUESTO DE SALUD  QUISHUAR;-9.78749333;-77.78839333;
COLISEO CERRADO - VILLA CORIS;-9.818923;-77.7194616;
PUESTO DE SALUD CORIS;-9.82326333;-77.71657833;
I.E. 86709;-9.88371;-77.77096;
PLAZA DE ARMAS CENTRO POBLADO DE SAN DAMIAN - CORIS;-9.8838804;-77.7707423;
SAN DAMIAN;-9.88403;-77.77097333;
PLAZA DE ARMAS DISTRITO DE HUACLLAN - AIJA;-9.7978674;-77.6754949;
PUESTO DE SALUD HUACLLAN;-9.79858;-77.67425333;
I.E. N° 86161 VIRGEN DEL CARMEN - Huacllan -Aija - Ancash.;-9.7989597;-77.6762127;
I.E. Nº 86147 - SANTA CRUZ DE RUREK - LA MERCED;-9.6976248;-77.5951995;
PUESTO DE SALUD SANTA  CRUZ;-9.698805;-77.59309667;
PUESTO DE SALUD SANTA CRUZ;-9.6992614;-77.593499;
IE VICENTE GUERRERO PALACIOS LA MERCED AIJA;-9.73466;-77.6175;
I.E. VICENTE GUERRERO PALACIOS - LA MERCED;-9.73466;-77.6175;
PUESTO DE SALUD LA MERCED;-9.73497333;-77.61464833;
I.E. N° 86144 - LA MERCED;-9.7357809;-77.6173064;
Tambo Rurimarac - Aija;-9.7535749;-77.6403678;
PLAZA DE ARMAS DE LLANQUISH;-9.817365;-77.6744675;
I.E. N° 86152 - Llanquish - Succha - Aija - Ancash;-9.81757;-77.67462;
PUESTO DE SALUD LLANQUISH;-9.81798;-77.67457167;
PUESTO DE SALUD SUCCHA;-9.82304;-77.64769667;
PLAZA DE ARMAS DE SUCCHA;-9.8232362;-77.6500472;
CENTRO DE SALUD LLAMELLIN;-9.10799941;-77.01617315;
PUESTO DE SALUD ACZO;-9.15207596;-76.99029164;
PUESTO DE SALUD CHACAS;-9.16243052;-77.01655937;
PUESTO DE SALUD  UCHUPATA;-9.2772703;-77.02699988;
PUESTO DE SALUD CHACCHO;-9.05990767;-77.05671251;
PUESTO DE SALUD CHINGAS;-9.11862785;-76.99052484;
PUESTO DE SALUD SAN MARTIN DE PARAS;-9.038867;-77.11735534;
PUESTO DE SALUD MIRGAS;-9.07956951;-77.09418474;
PUESTO DE SALUD SAN ANTONIO DE ACO;-9.10866874;-77.10772909;
PUESTO DE SALUD SAN MARTIN DE PUNCA;-9.133939;-77.083449;
PUESTO DE SALUD SAN JOSE DE ILLAURO;-9.13414018;-77.1346216;
PUESTO DE SALUD SAN JUAN DE RONTOY;-9.17917645;-77.00400013;
PUESTO DE SALUD FLOR DE CANTU;-9.26053657;-77.0814779;
PLAZA DEL CENTRO POBLADO DE SOCOS;-9.136358792;-77.36204182;
PLAZA DEL CENTRO POBLADO DE MACUASH;-9.148685197;-77.35431572;
PLAZA DEL CENTRO POBLADO DE VISCAS;-9.150182688;-77.3874705;
PLAZA DEL CENTRO POBLADO DE RAYAN;-9.153263051;-77.35166703;
PLAZA DE ARMAS DE CHACAS;-9.1620842;-77.3683319;
PLAZA DE ARMAS - CHACAS;-9.1621022;-77.3660314;
HOSPITAL MAMA ASHU CHACAS;-9.16379089;-77.36815658;
CENTRO DE SALUD CHACAS;-9.163982812;-77.36845498;
PLAZA DEL CENTRO POBLADO DE HUAYA;-9.165687506;-77.3821557;
PLAZA DEL CENTRO POBLADO DE GOYLLARHUANCA;-9.167405368;-77.36200024;
PLAZA DEL CENTRO POBLADO DE TINCO;-9.167649641;-77.3665828;
PLAZA DEL CENTRO POBLADO DE COCHAS;-9.174671266;-77.36436059;
PLAZA DEL CENTRO POBLADO DE HUALLIN;-9.180509827;-77.42324849;
ECANA;-9.276720185;-77.32046292;
I.E. PRIMARIA PADRE LORENZO SALINETTI;-9.075143796;-77.39253332;
PUESTO DE SALUD SAPCHA;-9.07647236;-77.38990734;
I.E.  86344 JAVIER HERAUD PEREZ;-9.113860326;-77.36767729;
LOZA DEPORTIVA ACOCHACA;-9.114421176;-77.36792137;
PUESTO DE SALUD ACOCHACA;-9.12169167;-77.36837833;
PUESTO DE SALUD ACOCHACA;-9.121735795;-77.36850877;
PUESTO DE SALUD PAMPA DE LAMPAS;-10.05847;-77.27379667;
IE. 86215 MARCELO GARRO OCROSPOMA - CARCAS -  CHIQUIAN - MR. CHIQUIAN;-10.11651839;-77.16448082;
CENTRO DE SALUD CHIQUIAN;-10.14750333;-77.157115;
IEI.  452 SANTA ROSITA - CHIQUIAN - MR. CHIQUIAN;-10.148826;-77.155074;
IE. 86211 CORONEL BOLOGNESI - CHIQUIAN - MR. CHIQUIAN;-10.15040521;-77.15886565;
CENTRO EDUCATIVO INICIAL TICLLOS;-10.19621358;-77.22388668;
LOCAL COMUNAL - CUSPON - CHIQUIAN - MR. CHIQUIAN;-10.24385657;-77.1647899;
MUNICIPALIDAD DISTRITAL ABELARDO PARDO LEZAMETA;-10.29896178;-77.15006166;
PUESTO DE SALUD LLACLLA;-10.30232941;-77.14530535;
I.E LUIS PARDO NOVOA- RAQUIA;-10.15652054;-77.47118665;
C.P SAN JOSE DE APAC ( RAQUIA);-10.15672432;-77.47064728;
PUESTO DE SALUD RAQUIA;-10.15755;-77.47079833;
C.P MALLAO (RAQUIA);-10.1583929;-77.46848005;
LOCAL COMUNAL - YAMOR;-10.20233181;-77.44785166;
PUESTO DE SALUD PACHAPAQUI;-9.95999745;-77.09675504;
IE. 86220 SAGRADO CORAZON DE JESUS - PACHAPAQUI - AQUIA - MR. CHIQUIAN;-9.962643678;-77.09719239;
PUESTO DE SALUD RACRACHACA;-10.04400667;-77.13074167;
LOCAL COMUNAL RACRACHACA - AQUIA - MR. CHIQUIAN;-10.04403358;-77.13049739;
IE. 86216 SAN MIGUEL - AQUIA - MR. CHIQUIAN;-10.07263491;-77.14200348;
PUESTO DE SALUD AQUIA;-10.0752737;-77.14540093;
PUESTO SATELITE DE SEQUESPAMPA;-10.15201181;-77.43859716;
PLAZA DE ARMAS DE CAJACAY;-10.15403949;-77.43894048;
C. VINUC CAJACAY;-10.15471538;-77.44100042;
CENTRO DE SALUD CAJACAY;-10.156045;-77.44037333;
CENTRO TURISTICO CAJACAY;-10.15640577;-77.35289915;
PUESTO DE SALUD COLCA;-10.157385;-77.46258667;
C.P CHAMANA (COLCA);-10.15843275;-77.46314473;
C.P TABLA GRANDE (COLCA);-10.15860172;-77.46280141;
I.E Nº 86260 CASERIO COLCA;-10.15898208;-77.46198996;
LOZA DEPORTIVA DE SANTA ROSA;-10.17410454;-77.33659132;
PUESTO DE SALUD SANTA ROSA;-10.17442227;-77.33678594;
CASERIO CACHIRPAYOC (SANTA ROSA);-10.17566726;-77.33354039;
CENTRO EDUCATIVO CANIS;-10.32575345;-77.19321282;
